hour,model,prediction_method,prediction_column,n_rows,actual_sum_kwh,pred_sum_kwh,mean_actual_kwh,mae_kwh,rmse_kwh,wape,mape,bias_kwh_mean_pred_minus_actual,bias_pct_sum_pred_minus_actual
0,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,66952.8,67047.84,2308.7172413793105,115.99448275862068,207.35284470413364,0.050241961501236686,0.05345204485847105,3.2772413793103436,0.0014195074739219264
1,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,66384.0,66500.64000000001,2289.103448275862,73.34068965517235,117.1383987809527,0.03203904555314531,0.032676436580382044,4.022068965517253,0.001757049891540135
2,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,65300.4,65418.48000000001,2251.7379310344827,63.211034482758556,109.94063350987071,0.028072109818622827,0.028595699311152314,4.071724137931032,0.0018082584486465614
3,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,64428.479999999996,64517.76,2221.671724137931,63.75724137931029,105.71046260161887,0.02869786777524471,0.029165713855004504,3.0786206896551636,0.0013857225872781688
4,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,62558.64000000001,62629.20000000001,2157.194482758621,62.416551724137875,104.95866693854889,0.028934132839204915,0.029568332643167584,2.433103448275868,0.001127901757455088
5,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,60833.520000000004,60888.24,2097.707586206897,68.82206896551718,110.12031739623832,0.032808228095300054,0.033394162090498634,1.886896551724139,0.0008995040891929322
6,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,63945.36000000001,63867.600000000006,2205.012413793104,104.57379310344825,157.0984267793657,0.047425489511670575,0.048269228216912735,-2.6813793103448273,-0.0012160381926069378
7,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,69718.32,69538.31999999999,2404.0800000000004,190.97379310344823,287.35294899574586,0.07943737026365522,0.08190015549505218,-6.206896551724138,-0.002581817806281046
8,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,79352.64,78945.84,2736.2979310344826,376.51034482758627,558.7733799598226,0.13759844663013104,0.14484086798793072,-14.027586206896542,-0.005126483504518561
9,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,96209.28,95207.04,3317.561379310345,670.9406896551724,1004.8216512053443,0.2022391187211878,0.21994001870898847,-34.559999999999995,-0.010417290307130454
10,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,103021.92,101566.08,3552.48,768.8110344827587,1124.724763462078,0.2164153026850985,0.23608341755964468,-50.20137931034482,-0.014131361558782828
11,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,108566.64,106966.8,3743.6772413793105,828.1489655172412,1199.9772858539936,0.22121270401294538,0.2412734438460502,-55.16689655172414,-0.014736018357020169
12,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,108853.92,107417.52,3753.583448275862,802.5020689655174,1157.7093787183437,0.2137962509756195,0.23067115808023528,-49.53103448275862,-0.013195666265394946
13,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,116364.95999999999,114732.72,4012.5848275862068,889.9944827586208,1294.5428843178317,0.2218007895160193,0.2397376124214378,-56.28413793103449,-0.014026902943979016
14,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,115948.07999999999,114375.59999999999,3998.2096551724135,868.8165517241381,1228.5511396707127,0.21730139903998416,0.23103390904563154,-54.22344827586207,-0.01356193220275834
15,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,116740.07999999999,115183.43999999997,4025.5199999999995,846.8689655172412,1193.0811064027341,0.21037504856943734,0.2205816962451543,-53.67724137931036,-0.013334237906981052
16,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,110828.16000000002,109514.88,3821.660689655173,730.7751724137931,1015.9967936957281,0.19121927134764302,0.19783703017132365,-45.2855172413793,-0.011849695961748346
17,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,102748.32,101911.68,3543.0455172413795,568.104827586207,771.7463813527307,0.16034364357490224,0.1621194064255146,-28.84965517241379,-0.008142614886549968
18,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,91663.92000000001,91142.64,3160.8248275862074,382.94068965517243,512.5483877846946,0.12115213924955423,0.12139934482010646,-17.975172413793096,-0.005686861308135193
19,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,89141.04000000001,88712.64000000003,3073.8289655172416,339.6662068965517,445.231554230783,0.11050263716914228,0.10970586878214512,-14.772413793103452,-0.004805867196523622
20,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,85216.31999999999,84991.68000000001,2938.493793103448,250.808275862069,335.1305242788968,0.08535266484166415,0.08523234503924275,-7.74620689655172,-0.002636114772381627
21,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,80215.2,80088.48,2766.041379310345,174.93517241379305,247.1098248650336,0.06324387397899649,0.06350393294872267,-4.369655172413786,-0.0015797504712323825
22,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,74373.84000000001,74318.4,2564.6151724137935,111.40137931034482,167.6155542119916,0.04343785395510033,0.04372670990804753,-1.9117241379310363,-0.0007454233908051547
23,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,29,70901.28000000001,70894.08,2444.8717241379313,94.74206896551719,153.85557616557603,0.03875134553283097,0.0394346251631116,-0.24827586206895924,-0.00010154964762272017
0,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,66952.8,67768.56,2308.7172413793105,191.34620689655176,257.00376446994727,0.08287987955694162,0.08653765420424513,28.129655172413784,0.01218410581782987
1,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,66384.0,67170.23999999999,2289.103448275862,149.85931034482752,201.09990188443905,0.06546637744034704,0.06704640368918828,27.11172413793106,0.011843817787418666
2,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,65300.4,66028.31999999999,2251.7379310344827,142.78344827586204,192.53500804824532,0.0634103313302828,0.06471714741123112,25.1006896551724,0.011147251777937036
3,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,64428.479999999996,65048.40000000001,2221.671724137931,132.55448275862074,179.7375797445092,0.059664297528049734,0.06079329422265986,21.37655172413792,0.00962183183585892
4,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,62558.64000000001,63172.8,2157.194482758621,126.74482758620697,166.09155829822006,0.05875447420212463,0.05982464439868741,21.17793103448274,0.009817348970501906
5,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,60833.520000000004,61418.159999999996,2097.707586206897,128.5075862068965,172.06332627342712,0.06126096270608701,0.062173369344580925,20.16000000000001,0.009610491058219223
6,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,63945.36000000001,64560.24,2205.012413793104,155.71862068965518,200.43541458706756,0.07062029207435848,0.07076278106535588,21.202758620689657,0.009615709411910419
7,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,69718.32,70401.59999999999,2404.0800000000004,236.5820689655173,311.3427549535543,0.09840856750420839,0.09805501817612718,23.56137931034482,0.009800580392642847
8,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,79352.64,80653.68000000001,2736.2979310344826,386.9379310344828,504.67767445138213,0.14140928392552535,0.14030557052693993,44.86344827586206,0.016395673792327512
9,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,96209.28,98161.92,3317.561379310345,615.2772413793103,791.9700257650821,0.18546069568341017,0.18376375042348064,67.33241379310347,0.020295755253547272
10,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,103021.92,104189.76000000001,3552.48,604.0055172413794,805.0431836607404,0.17002362215730404,0.16598235138795772,40.27034482758619,0.011335839984345076
11,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,108566.64,110045.51999999999,3743.6772413793105,666.6703448275862,879.222466281312,0.17807901211642913,0.17321985751970786,50.99586206896552,0.01362186395378912
12,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,108853.92,111119.76000000001,3753.583448275862,684.521379310345,893.8875367354857,0.1823647692246637,0.17950559775872008,78.13241379310347,0.020815419417141805
13,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,116364.95999999999,119213.27999999998,4012.5848275862068,761.809655172414,1013.7693279351417,0.18985509039834675,0.18885666722313493,98.21793103448275,0.024477471568760904
14,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,115948.07999999999,118483.19999999998,3998.2096551724135,692.0689655172414,935.170266717096,0.17309471618676223,0.17154834219997483,87.41793103448279,0.021864268903805918
15,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,116740.07999999999,119573.27999999998,4025.5199999999995,688.8413793103448,944.3122171006353,0.17111860810785806,0.168812656743547,97.6965517241379,0.02426929979832119
16,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,110828.16000000002,113178.24,3821.660689655173,593.1310344827588,808.4280802507611,0.1552024323060132,0.15396413102284742,81.03724137931036,0.021204719089444414
17,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,102748.32,105541.92,3543.0455172413795,546.6537931034483,727.9307683640213,0.1542892380138186,0.1565545664128541,96.3310344827586,0.027188765714125537
18,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,91663.92000000001,93748.32,3160.8248275862074,419.263448275862,552.2185384491329,0.1326436835780097,0.135275558628303,71.87586206896555,0.022739590451728454
19,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,89141.04000000001,91049.76,3073.8289655172416,382.5682758620691,501.9838511484141,0.12445984475837395,0.12659857248223236,65.81793103448275,0.021412359559637172
20,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,85216.31999999999,86943.6,2938.493793103448,300.93517241379305,393.96171352574083,0.10241136908986448,0.1043747518444301,59.561379310344805,0.020269356855588217
21,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,80215.2,81482.40000000001,2766.041379310345,251.85103448275856,323.0807372991975,0.09105107261466654,0.09261121860517155,43.69655172413794,0.015797504712323853
22,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,74373.84000000001,75674.87999999999,2564.6151724137935,187.671724137931,250.2941395707224,0.0731773430012488,0.07505480226725908,44.86344827586208,0.0174932476257781
23,naive_last_week_same_hour,pred_last_week_same_hour_kwh,pred_last_week_same_hour_kwh,29,70901.28000000001,72017.28000000001,2444.8717241379313,192.16551724137935,253.0990967435755,0.0785994272599874,0.08081263491121629,38.48275862068964,0.015740195381522017
0,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,66952.8,67543.09714285714,2308.7172413793105,148.71369458128072,197.63516912451797,0.06441399228795719,0.0680016896400992,20.355073891625633,0.008816616226015093
1,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,66384.0,66945.6,2289.103448275862,113.135763546798,143.8939750423326,0.04942361326309264,0.05024580582224053,19.365517241379322,0.008459869848156188
2,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,65300.4,65824.97142857143,2251.7379310344827,104.47448275862064,136.4640844831903,0.0463972655603947,0.04712663277169768,18.08866995073885,0.00803320390949254
3,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,64428.479999999996,64873.23428571428,2221.671724137931,99.86364532019701,129.5524078695546,0.044949775538484116,0.045565233290610734,15.336354679802941,0.006903069662892642
4,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,62558.64000000001,62985.49714285714,2157.194482758621,92.89064039408868,121.2601042431915,0.043060855725581174,0.04367136577006605,14.719211822660021,0.0068233123811058
5,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,60833.520000000004,61227.66857142857,2097.707586206897,98.31014778325118,128.57773320502872,0.04686551568467983,0.047352306906205406,13.591330049261128,0.0064791347176453495
6,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,63945.36000000001,64345.98857142857,2205.012413793104,136.29990147783246,164.26034749201781,0.06181366627472487,0.062107855327482246,13.814778325123143,0.0062651703177301855
7,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,69718.32,70178.50285714286,2404.0800000000004,240.50128078817733,271.7021167544317,0.10003880103331723,0.10132367540752119,15.868374384236498,0.0066006016373151045
8,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,79352.64,80098.14857142857,2736.2979310344826,422.57261083743833,473.5532241388811,0.15443223709111267,0.1616192661429959,25.707192118226644,0.00939488051599257
9,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,96209.28,97281.87428571428,3317.561379310345,696.1300492610839,791.3055756749726,0.20983185227632337,0.2343884761292823,36.98600985221684,0.01114855329667043
10,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,103021.92,103606.3542857143,3552.48,755.1771428571427,861.5620966495162,0.21257745092362035,0.24324000243191884,20.152906403940896,0.005672911994984039
11,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,108566.64,109191.08571428571,3743.6772413793105,832.7136945812807,938.1989754715103,0.22243202094913447,0.2542782105005489,21.53261083743837,0.005751727365659587
12,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,108853.92,109842.99428571429,3753.583448275862,823.5452216748769,918.7357027462432,0.21940240120494908,0.24855844081451955,34.10600985221676,0.009086253262301312
13,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,116364.95999999999,117551.3142857143,4012.5848275862068,926.118620689655,1029.7099409715725,0.23080349961019192,0.2632655117548123,40.908768472906324,0.010195116173410651
14,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,115948.07999999999,117041.76,3998.2096551724135,864.6703448275861,976.8666959716264,0.21626438316184277,0.24707947295309657,37.713103448275874,0.009432497717944103
15,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,116740.07999999999,117904.11428571428,4025.5199999999995,843.0065024630542,957.18605729963,0.20941555437882664,0.2356367797006704,40.13911330049273,0.009971162309588012
16,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,110828.16000000002,111766.11428571428,3821.660689655173,728.5867980295566,830.4463052422473,0.19064664741214812,0.2108012615243384,32.343251231527134,0.008463140466414734
17,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,102748.32,103933.13142857143,3543.0455172413795,600.8807881773399,677.167094030298,0.16959443090790055,0.1800325464791234,40.85556650246301,0.011531200009610155
18,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,91663.92000000001,92545.50857142858,3160.8248275862074,428.0311330049262,484.8723616121187,0.1354175433163109,0.14015411329148983,30.39960591133016,0.009617618048939807
19,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,89141.04000000001,90030.96,3073.8289655172416,375.4924137931035,433.8016797325426,0.12215787475667773,0.1256456419580432,30.686896551724047,0.009983280428408702
20,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,85216.31999999999,86028.6857142857,2938.493793103448,292.1994088669951,341.1865849935953,0.09943849789738467,0.10159070773277419,28.012610837438388,0.009532982816973477
21,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,80215.2,80814.34285714285,2766.041379310345,222.919802955665,267.1643087659642,0.08059163706771641,0.08193540670925248,20.66009852216751,0.007469193583545984
22,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,74373.84000000001,74992.21714285715,2564.6151724137935,160.84729064039414,192.2262421442379,0.06271790495920918,0.0635586871668771,21.323349753694636,0.008314444203192203
23,naive_same_hour_7d_mean,pred_same_hour_7d_mean_kwh,pred_same_hour_7d_mean_kwh,29,70901.28000000001,71458.66285714284,2444.8717241379313,146.91192118226604,183.62168684269975,0.06008982791686856,0.061071993347283804,19.220098522167344,0.007861393435250434
0,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,66952.8,66332.998745486,2308.7172413793105,123.42807702292312,163.4666911066682,0.05346175564972294,0.05530708365694699,-21.372457052206897,-0.009257286543863737
1,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,66384.0,65595.57639135397,2289.103448275862,90.63356142765889,115.34499091606456,0.03959347555739497,0.03972707374884822,-27.187020987794156,-0.011876711385966958
2,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,65300.4,64332.90500795845,2251.7379310344827,87.19711766902398,105.85816627311864,0.038724363287234005,0.03868546689517442,-33.361896277294896,-0.014816065323360224
3,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,64428.479999999996,63413.632679346934,2221.671724137931,89.42943756541275,106.99398880635168,0.040253218598311956,0.04035280988626175,-34.99473519493317,-0.01575153287262189
4,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,62558.64000000001,61784.83395017355,2157.194482758621,77.26746194972227,96.91224335840883,0.03581849599898504,0.03584354898972847,-26.682967235394816,-0.01236929143322888
5,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,60833.520000000004,60393.26323591162,2097.707586206897,78.91405370323822,96.25138700815342,0.037619186879107244,0.03771842983251063,-15.181267727185459,-0.007237075284947809
6,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,63945.36000000001,62713.38032844884,2205.012413793104,106.69141155210684,126.99165072971044,0.04838585528349669,0.04762323841795105,-42.48205763969503,-0.019266130827180514
7,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,69718.32,68961.2733340876,2404.0800000000004,163.30980479118386,190.01009000576124,0.0679302705364147,0.06746372302795042,-26.105057445255028,-0.010858647567990676
8,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,79352.64,77969.12451962389,2736.2979310344826,238.64890289734242,326.9222671674858,0.08721597900237384,0.08621042274903139,-47.70743035779691,-0.017435027749248298
9,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,96209.28,97780.94493727067,3317.561379310345,363.8307196670602,521.6047511536796,0.10966812006435082,0.11501536727948916,54.19534266450594,0.016335897506671627
10,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,103021.92,103919.09754024647,3552.48,340.89098443945716,505.8209260540204,0.09595859355702416,0.10131732673391593,30.937156560223276,0.008708608228680605
11,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,108566.64,108847.77833480996,3743.6772413793105,366.922915129874,524.5764572488417,0.09801136462145597,0.10142537323753832,9.694425338275103,0.002589546243763075
12,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,108853.92,109283.8183429808,3753.583448275862,357.9384487799505,504.3088021288787,0.09535912913947943,0.09956703006886548,14.824080792440594,0.003949314301044714
13,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,116364.95999999999,117585.28827243828,4012.5848275862068,425.6526347730582,596.6908127512054,0.10607941091904889,0.11021268948498611,42.080285256492466,0.010487076800767875
14,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,115948.07999999999,117146.78653767367,3998.2096551724135,356.66206739058043,533.5809991519471,0.08920544397394793,0.09249399382383648,41.334708195644104,0.010338304331332432
15,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,116740.07999999999,118441.79618145463,4025.5199999999995,375.6877183455558,554.3606126446791,0.09332650647507797,0.09568021592418413,58.679868326020916,0.014576966038181632
16,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,110828.16000000002,111884.60958037476,3821.660689655173,316.8939537608199,436.8965337117854,0.08292048391910302,0.08389479083579261,36.42929587499167,0.009532320850357512
17,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,102748.32,102215.73183177637,3543.0455172413795,294.8647183165717,401.05822879000914,0.08322351967585047,0.08228642275121853,-18.365109249090345,-0.005183424587609996
18,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,91663.92000000001,92652.68344319359,3160.8248275862074,255.58038855149513,338.88498286827314,0.08085876392798123,0.08234594048209477,34.09529114460694,0.010786833502141312
19,lightgbm_school_hourly_day_ahead,pred_lightgbm_school_hourly_day_ahead_kwh,pred_lightgbm_school_hourly_day_ahead_kwh,29,89141.04000000001,89520.37651393736,3073.8289655172416,230.9648821978602,306.1779636944059,0.07513914560272064,0.07518213407096949,13.080569446115831,0.004255464306197897
